Metric,Value
Best_Model_Val_Loss,0.19059901641077553
Best_Model_Val_Acc,0.9651474530831099
Best_Model_Val_F1_Macro,0.9665325922710895
Best_Model_Val_F1_Weighted,0.9656839068202259
Best_Model_Val_Precision,0.9702287809750917
Best_Model_Val_Recall,0.9654288286212982
Training_Process_Best_Acc,0.9651474530831099
Training_Process_Best_F1_Macro,0.9665325922710895
Training_Process_Best_F1_Weighted,0.9656839068202259
