Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_F1_Macro,Val_F1_Weighted,Val_Precision,Val_Recall,Learning_Rate
1,1.32351520637962,0.5385385385385385,0.45691230429150165,0.8248248248248248,0.8001248033921053,0.7905647195772073,0.8956990298997217,0.834618739460328,0.0001
2,0.41980094059587325,0.8213213213213213,0.29997523269499654,0.8468468468468469,0.8408701987903614,0.8360056955137161,0.8561634916573424,0.8552528328666811,0.0001
3,0.28984714626886154,0.8718718718718719,0.34565334892924876,0.8688688688688688,0.8386366737065837,0.8354843805273515,0.8280846656151737,0.8691531707869466,0.0001
4,0.2416457137948889,0.8848848848848849,0.31425113956864514,0.8768768768768769,0.8680171617669807,0.8609113755362406,0.8898579992151583,0.8845705209341573,0.0001
5,0.22023407682739457,0.9074074074074074,0.18137769927031286,0.8998998998998999,0.902870265575302,0.8991751006044724,0.9020682672477426,0.9038058024381433,0.0001
6,0.17571798447425527,0.9209209209209209,0.21269244040017293,0.8878878878878879,0.8762540724463448,0.8692351084310304,0.9044898401938632,0.8953962908976967,0.0001
7,0.19442115824467415,0.9294294294294294,0.1441696300133467,0.9109109109109109,0.9102324482197925,0.9053556848889229,0.926279957863675,0.9171586091648787,0.0001
8,0.13928677542594164,0.9444444444444444,0.11161446285593449,0.960960960960961,0.9604933508741714,0.9594526425632698,0.9676210826210827,0.9612091430273249,0.0001
9,0.10929657540619922,0.953953953953954,0.14699871711721857,0.9469469469469469,0.9490265994954721,0.947475604857479,0.95408519062019,0.9488861101467949,0.0001
10,0.1343888247690192,0.9527027027027027,0.08230914896156659,0.953953953953954,0.9559876543209876,0.95397675453231,0.9574802888756376,0.9565362188049237,0.0001
11,0.11819545931525549,0.9534534534534534,0.08522249152849348,0.9619619619619619,0.9627382197012925,0.9617987280134441,0.9655537937359999,0.9640628017948782,0.0001
12,0.0911309437634412,0.9632132132132132,0.07683649350756613,0.9629629629629629,0.9638228167244781,0.9626827727704106,0.9679661597048246,0.9653755815152169,0.0001
13,0.10525605524581434,0.9634634634634635,0.09638856282927148,0.9579579579579579,0.959758152443255,0.9579142032308848,0.9605732087227413,0.9602743239106876,0.0001
14,0.10833444921485802,0.9617117117117117,0.08912693978361395,0.9629629629629629,0.9636174834494456,0.9622857936684103,0.9691063040414531,0.9654597227412762,0.0001
15,0.11590529840844643,0.960960960960961,0.06849987790264618,0.965965965965966,0.9670462308407737,0.9655043889734806,0.9732905982905984,0.9686959686959686,0.0001
16,0.07182579191410368,0.965965965965966,0.05391082892533791,0.974974974974975,0.9758042773593822,0.9748237974516992,0.9789554531490015,0.9752663036362096,0.0001
17,0.08813527688704499,0.9632132132132132,0.06431605587664023,0.972972972972973,0.9733495815570916,0.9725476712415974,0.9773898488726783,0.9729939533126039,0.0001
18,0.07778200021215746,0.9672172172172172,0.0462031131218417,0.968968968968969,0.9699926629058793,0.9686790212868354,0.9747210077855237,0.9712667345007454,0.0001
19,0.10992843551170535,0.9617117117117117,0.04771940082830616,0.972972972972973,0.9733743204066552,0.9724345844046258,0.9784825461449359,0.9730557003284276,0.0001
20,0.07029129653157971,0.9679679679679679,0.11004774532695644,0.9629629629629629,0.964153106726171,0.9630393551233148,0.966889939584975,0.9632977086175395,0.0001
21,0.0840160514232366,0.9637137137137137,0.05403189615025744,0.9679679679679679,0.9693190462668375,0.967858480361827,0.973178341384863,0.9703451973474445,0.0001
22,0.060822079837081024,0.9694694694694694,0.125287916542006,0.958958958958959,0.9606394842415177,0.9589505525114337,0.9606722967378705,0.9606135060680514,0.0001
23,0.03821901855547208,0.9754754754754755,0.03672269401043354,0.96996996996997,0.9710903426791277,0.969687070247818,0.9756238020336419,0.9723690632781542,5e-05
24,0.044815416218880896,0.9722222222222222,0.05417925916797867,0.9679679679679679,0.9691191640877176,0.9676082191805463,0.9743503147758467,0.9705325159870615,5e-05
25,0.04376160227406223,0.973973973973974,0.06909240077680703,0.958958958958959,0.9608341879355545,0.9589826907766449,0.9620676100628932,0.9613616181014302,5e-05
26,0.043771987733746756,0.9742242242242243,0.034223425145489726,0.978978978978979,0.979519386590495,0.9787201082246767,0.9835680751173709,0.9789789789789789,5e-05
27,0.03845123898556365,0.974974974974975,0.04327380209267358,0.96996996996997,0.9710903426791277,0.969687070247818,0.9756238020336419,0.9723690632781542,5e-05
28,0.05106148521168678,0.96996996996997,0.04874669524526701,0.974974974974975,0.9756444875401351,0.9747464365196004,0.9786630162910345,0.9751454093907758,5e-05
29,0.04066222883870803,0.9752252252252253,0.03661443773912788,0.970970970970971,0.9720722684017724,0.9707220810050735,0.9762736834892246,0.9732873369237005,5e-05
30,0.044508722334589454,0.9737237237237237,0.03518424833287782,0.9719719719719719,0.9730176531671858,0.9717079322312967,0.9776179056754596,0.9742883379247016,5e-05
31,0.04865245403175641,0.9722222222222222,0.03726347283121322,0.9719719719719719,0.9730176531671858,0.9717079322312967,0.9776179056754596,0.9742883379247016,5e-05
