Metric,Value
Best_Model_Val_Loss,0.016829005477569808
Best_Model_Val_Acc,0.9981684981684982
Best_Model_Val_F1_Macro,0.998173556336213
Best_Model_Val_F1_Weighted,0.9981664344360706
Best_Model_Val_Precision,0.9984350547730829
Best_Model_Val_Recall,0.9979423868312757
Training_Process_Best_Acc,0.9981684981684982
Training_Process_Best_F1_Macro,0.998173556336213
Training_Process_Best_F1_Weighted,0.9981664344360706
