Metric,Value
Best_Model_Val_Loss,0.041720232359970966
Best_Model_Val_Acc,0.9769769769769769
Best_Model_Val_F1_Macro,0.9776196557805754
Best_Model_Val_F1_Weighted,0.9767375476187736
Best_Model_Val_Precision,0.9809178743961352
Best_Model_Val_Recall,0.9771424316878863
Training_Process_Best_Acc,0.9769769769769769
Training_Process_Best_F1_Macro,0.9776196557805754
Training_Process_Best_F1_Weighted,0.9767375476187736
