Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_F1_Macro,Val_F1_Weighted,Val_Precision,Val_Recall
0,3.021358937724655,0.15191146881287726,2.2642770252183038,0.3250670241286863,0.2689818880816031,0.2552271285904255,0.3161050126223293,0.33665794788372555
1,1.708006586007509,0.45472837022132795,1.2998043605658267,0.5509383378016086,0.5457353253522391,0.5332118083741296,0.61388338232709,0.5618481182432703
2,1.0470333671528973,0.6316230717639169,0.7917276546259189,0.7117962466487936,0.7115915676631271,0.7031419580804453,0.750150208688112,0.7214026304130572
3,0.7494515925737278,0.7250167672702884,0.7492920990608404,0.7151474530831099,0.7009265746117733,0.6895919165477973,0.7249315974942164,0.7252932194472821
4,0.6321069810799856,0.7692823608316566,0.5794656001513679,0.8096514745308311,0.8083119866769021,0.8059845177141888,0.8411617645003238,0.8098370654847633
5,0.5309166247595747,0.8071763916834339,0.6154667115941158,0.7701072386058981,0.7666842280948565,0.7639117761229913,0.787693996105477,0.7722202209952309
6,0.4881090368143275,0.8207578806170356,0.4773220037173673,0.8156836461126006,0.8098025812899932,0.8030197583438238,0.8236942246641743,0.8222641505809494
7,0.44426381518967023,0.8417169684775319,0.4523075074379761,0.8284182305630027,0.8259362816994615,0.8201398973615445,0.8385203714086191,0.8353107747861779
8,0.4057543161935661,0.8561368209255533,0.4193655324344827,0.8545576407506702,0.8630976195448686,0.8562296411681832,0.8875031688130205,0.8622127508073821
9,0.38285117627205595,0.8656941649899397,0.3655326415944877,0.8659517426273459,0.8634547344184798,0.8575676405581165,0.8772334004091211,0.873061733623139
10,0.3547639901171137,0.8762575452716298,0.3490979955817221,0.8599195710455764,0.8604682859884438,0.8598778567166832,0.878656922101419,0.8612441424071557
11,0.3406844131577038,0.8774312541918176,0.32294619499760907,0.878686327077748,0.8847850020964966,0.881733676950126,0.9039940043722938,0.8821099979964082
12,0.32415434146974154,0.8809523809523809,0.3203951151138873,0.8907506702412868,0.8912222899322886,0.8881067198319665,0.9029687487899603,0.8940900242443827
13,0.28940388075366513,0.8960429242119383,0.33556038822860856,0.8847184986595175,0.8823576586065779,0.8790935090636822,0.8918842501101445,0.8891154996562446
14,0.2946322359669161,0.8948692152917505,0.3370757235285256,0.8894101876675603,0.89407038781151,0.8905697032373756,0.9034813929940381,0.8947296317019162
15,0.27243366135389346,0.9052649228705567,0.3428519124811435,0.9014745308310992,0.9022536828991521,0.900168180955969,0.9123234839345934,0.9037097590168576
16,0.26941659781256033,0.9072769953051644,0.3161168676837995,0.9048257372654156,0.9107483901045229,0.907810831893583,0.9269643601373029,0.906853808589885
17,0.2503655160721444,0.9107981220657277,0.2443668137389156,0.9168900804289544,0.91827287737327,0.9160730195282851,0.9246947662215675,0.91895657121305
18,0.2380465902122881,0.9173373574782026,0.4535269116199782,0.8619302949061662,0.8697523177477137,0.8653207012449287,0.8853998646064101,0.8692529445220281
19,0.2647757489677748,0.9141515761234071,0.4632834978704693,0.8699731903485255,0.8722532685343094,0.8626741036441317,0.910255218424987,0.8771667291219568
20,0.25473958337268326,0.9159959758551308,0.23638088894280937,0.9155495978552279,0.9160189227289591,0.9146418276145887,0.9277251925281716,0.9187509108688164
21,0.24399055169285117,0.920690811535882,0.45095257745520445,0.8827077747989276,0.8827693786439236,0.8799842674129957,0.9008375447672631,0.8863207957111159
22,0.227435135972943,0.9232059020791415,0.29784481532022583,0.9028150134048257,0.9046251227127016,0.9025892928100098,0.9158149811344309,0.9059431285144278
23,0.24315029616614234,0.9191817572099262,0.23723447595749536,0.9182305630026809,0.9255082967383402,0.9217658078416894,0.9438692794985127,0.920423953583484
24,0.21212730171923685,0.9330985915492958,0.46592221061782024,0.8894101876675603,0.8944470361570824,0.89141046240685,0.9079403468962843,0.8942357551152655
25,0.22770507620518354,0.9211938296445339,0.6423574161794604,0.853887399463807,0.8581766084098691,0.8552649770941355,0.8754603723795862,0.858128943671444
26,0.2370914037232446,0.9216968477531858,0.2311470843689312,0.9121983914209115,0.9160487707543535,0.9124412386900567,0.9245374505827038,0.9157795213648989
27,0.19014954091520198,0.9324279007377599,0.3127886519653625,0.9061662198391421,0.9100738795521587,0.9084001579145252,0.9283211201659078,0.9078728368393116
28,0.2073358852788974,0.9330985915492958,0.18814824707116473,0.9369973190348525,0.9380656809556921,0.9372234464900722,0.9420675005129817,0.9388225039958299
29,0.2402470232038537,0.9238765928906774,0.28404842338397507,0.9014745308310992,0.9065386805903567,0.9041575767943035,0.9197729525167021,0.9047695298169479
30,0.20370784151571453,0.9336016096579477,0.3024000518355479,0.9048257372654156,0.9043991245147185,0.9029864347060316,0.923333478894269,0.9063421470265751
31,0.19659582808544704,0.9354460093896714,0.14680890919654738,0.943029490616622,0.944614065099919,0.9424676255783445,0.948905329970638,0.9460438689184079
32,0.21033427224700116,0.9310865191146881,0.2218270552472282,0.9296246648793566,0.9309380136876995,0.9289776773663855,0.940346883319173,0.9334863774816317
33,0.184159883586564,0.9398054996646545,0.4697194264812573,0.8894101876675603,0.8923090439653613,0.8903371857159252,0.9041667167737238,0.8930587957712043
34,0.19557987593744774,0.9387994634473508,0.2424297865312435,0.9323056300268097,0.9358674378308462,0.9335105016566067,0.9420519407900094,0.9351966227139473
35,0.20121138306154465,0.9336016096579477,0.16516299959620678,0.9457104557640751,0.9468427577027874,0.945367376855042,0.950635306530781,0.9477108367738414
36,0.1901847299881263,0.9371227364185111,0.19193244057753817,0.9396782841823056,0.943095520606117,0.940796570135501,0.950880888638938,0.9417842193028965
37,0.19495083089827062,0.9414822266934944,0.1833147450299745,0.9316353887399463,0.9335839403321758,0.9320214313257281,0.9425928928683373,0.934361746927797
38,0.17331929802345655,0.9463447350771295,0.1785268905708703,0.9450402144772118,0.9471941958550506,0.9454075804735617,0.9518262275220479,0.9478598050340793
39,0.18550845665472673,0.9456740442655935,0.20851578321021066,0.9296246648793566,0.931400168961729,0.9311334410478299,0.9444404291311796,0.9302411701960339
40,0.1993733413789916,0.9434942991281019,0.17412334401905874,0.9396782841823056,0.9411808564723496,0.940182321738535,0.9458400836857499,0.9406710272968922
41,0.18402190773453722,0.9423205902079141,0.18295480645209997,0.9363270777479893,0.9364593275147328,0.9330833746933797,0.9406015653317096,0.9405767953880081
42,0.17815713142605377,0.9476861167002012,0.3043434104438066,0.9249329758713136,0.92537705136067,0.9237503369624216,0.9304747229139789,0.92818604258829
43,0.16821894091768672,0.9483568075117371,0.31591981962089655,0.9095174262734584,0.9109024661895979,0.9079736389651825,0.9194819871512936,0.9132561761514363
44,0.09597171699045716,0.9642857142857143,0.10945542009906267,0.9644772117962467,0.965083899051924,0.96443417026828,0.96939460275488,0.965171276106819
45,0.09895457214928438,0.9642857142857143,0.1259878099059713,0.953083109919571,0.9559628053948863,0.9539215686881848,0.9626040819799716,0.9543459577372807
46,0.09286736429447508,0.9671361502347418,0.14991842721764395,0.9584450402144772,0.9595464901031315,0.9582209204396037,0.9645093650681219,0.9603856357818505
47,0.0973809691436922,0.965962441314554,0.17536502299598064,0.9517426273458445,0.9541018836153384,0.9526355424707691,0.9596530898544969,0.9525267809530573
48,0.08455606352168914,0.9688128772635815,0.10121004392228376,0.967828418230563,0.9682424155049516,0.9675578028310723,0.9714014909117444,0.9686459778183353
49,0.09463454377838935,0.96579476861167,0.3215542510711702,0.9175603217158177,0.9225898268207208,0.9197319584730363,0.9319815601970286,0.9212645578115102
50,0.1060248363741797,0.9664654594232059,0.15240669146792848,0.957774798927614,0.9589169286986052,0.9577281245039588,0.9624999980666264,0.9602202749478921
51,0.10269339201901423,0.9683098591549296,0.30926431288712763,0.935656836461126,0.9389478098034265,0.9370631653152887,0.9455503721528192,0.9386616564668597
