Metric,Value
Best_Model_Val_Loss,0.10937897519997478
Best_Model_Val_Acc,0.9731903485254692
Best_Model_Val_F1_Macro,0.9740696585079666
Best_Model_Val_F1_Weighted,0.9734139859550509
Best_Model_Val_Precision,0.9761134990074174
Best_Model_Val_Recall,0.9734255367253518
Training_Process_Best_Acc,0.9731903485254692
Training_Process_Best_F1_Macro,0.9740696585079666
Training_Process_Best_F1_Weighted,0.9734139859550509
