Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_F1_Macro,Val_F1_Weighted,Val_Precision,Val_Recall
0,2.2268287534944906,0.2657051282051282,1.5048405620303926,0.4148527528809219,0.3635736735491806,0.3521272644241988,0.39063528484636534,0.42963558241579575
1,1.361368373177874,0.4641025641025641,1.322956370391137,0.4263764404609475,0.3788411156522612,0.36742089336702893,0.47148479895257106,0.4409707165530198
2,1.244472311886523,0.4823717948717949,1.1674181043561809,0.5172855313700384,0.4492879429382127,0.4445095177198455,0.46720765956472754,0.5113498269401237
3,1.1283006038517507,0.5256410256410257,1.0421169072596363,0.5492957746478874,0.5185897687001351,0.5114201918607012,0.5710999923318764,0.55988082796321
4,1.08562249455098,0.551923076923077,1.1485504226421486,0.5441741357234315,0.48369105466443485,0.48600454659589193,0.5183648723187241,0.5340271670867881
5,1.0779225497022615,0.5413461538461538,1.0602197265593554,0.4967989756722151,0.45691060567828284,0.44312696028088094,0.5137184664120094,0.5143550966035908
6,1.0194092097772414,0.5608974358974359,0.9297580506888933,0.5620998719590269,0.5285220232282308,0.5176832183199332,0.5573545978777635,0.578696178156271
7,1.0006843274438721,0.5721153846153846,1.1997700382949283,0.5198463508322664,0.46457622652296765,0.4637403264237546,0.4998846248846249,0.5123235367256532
8,0.919268625661304,0.592948717948718,0.7839212619430597,0.6376440460947503,0.6016538064498224,0.5994854056794358,0.5844507897721987,0.640380466142163
9,0.9268755961452441,0.5923076923076923,0.8397993711764777,0.6030729833546735,0.5508425947471146,0.536468194348805,0.5648202511751244,0.6295006990592442
10,0.9015179899952506,0.5881410256410257,0.901788213244818,0.5646606914212549,0.5206105774651285,0.5068466242997752,0.5196465416482673,0.5798290135407496
11,0.8429934015285256,0.6173076923076923,0.7998579932855137,0.6107554417413572,0.5496543053843574,0.541943590983415,0.6041023333102541,0.621029069812772
12,0.8399766685404196,0.6083333333333333,0.8440067525388693,0.6222791293213829,0.5665912891913172,0.5647242945865197,0.5566665355986142,0.619109272516426
13,0.8277514992296533,0.6189102564102564,1.2073314163199216,0.5505761843790012,0.48323350175701735,0.47613296234610103,0.5266387292586123,0.5568706731688629
14,0.8194317760003264,0.6282051282051282,0.8221810397838137,0.5838668373879642,0.5501108625487856,0.5435217291681473,0.6247661822428178,0.5953559169965921
15,0.7043330557026843,0.6522435897435898,0.6250150367621765,0.6581306017925737,0.5976468203625231,0.595237921177995,0.6385009962350008,0.666142381600321
16,0.6902594359672944,0.6426282051282052,0.6019374691806513,0.6542893725992317,0.6119977226917696,0.6045617644796559,0.6304486104229795,0.6683245507276099
17,0.7071044406077701,0.6333333333333333,0.681824732044932,0.6389244558258643,0.5892607526552712,0.5744348974240275,0.7270672535014977,0.6660327516062172
18,0.6893892684816539,0.655448717948718,0.5997016161620232,0.6862996158770807,0.6419006605059215,0.6513040317820656,0.6401838037413459,0.670789049430359
19,0.6680681641688958,0.6541666666666667,0.6191455566411289,0.645326504481434,0.5942036748803372,0.5801346723002888,0.6327409098982988,0.6699110372512006
20,0.6405849949225972,0.6650641025641025,0.7966940498900789,0.615877080665813,0.554858481096092,0.5537821808445557,0.5650372704963819,0.6142770512718134
21,0.6472777405039941,0.6721153846153847,0.6265765381014661,0.6632522407170295,0.6146161058430797,0.6116214469865543,0.6321643316282511,0.6707579374737214
22,0.6613414893840225,0.6532051282051282,0.7124281180676778,0.6542893725992317,0.6079577538947413,0.6137044000645376,0.6021793666837123,0.6472668660289231
23,0.6340704835343133,0.6685897435897435,0.5989412073471315,0.678617157490397,0.6338404403163821,0.6381282392543467,0.7463050271114788,0.676922072214172
24,0.6330650333679119,0.6673076923076923,0.5867801873349408,0.6555697823303457,0.6218756851267777,0.6070285756127874,0.6636296641868673,0.6826994035437386
25,0.5853718018397185,0.6737179487179488,0.5661713050714975,0.6555697823303457,0.6020920859297849,0.5911024118483236,0.6453812054200946,0.6746497002543367
26,0.583617356091413,0.6798076923076923,0.5932867404238893,0.6427656850192062,0.6199869368998295,0.6063322134618321,0.6571156456131351,0.6665935733906662
27,0.5877220548294109,0.6846153846153846,0.5637420455512683,0.6555697823303457,0.6046644253761709,0.5936818906936948,0.6510770770877391,0.674356926227093
28,0.5882820331117704,0.669551282051282,0.5508361413496914,0.6530089628681178,0.6174232139823538,0.6068835352673277,0.67045539739372,0.6716772698385619
29,0.5735659132587292,0.683974358974359,0.579126588601124,0.6709346991037132,0.6069539166515682,0.605383491991266,0.6332499961911727,0.675421060521542
30,0.5702464788091348,0.6791666666666667,0.5590309567710763,0.6632522407170295,0.6304142419100361,0.6243572246421876,0.6513728762352126,0.671266894463889
31,0.5797263609354653,0.6794871794871795,0.5734228432992894,0.6683738796414853,0.6189918065269763,0.6185118169838795,0.6502141999804364,0.6711172352280915
32,0.5851806305099811,0.673397435897436,0.5600812627929799,0.6542893725992317,0.6191753944876695,0.6108702254139862,0.7011760883690707,0.6724915631930773
33,0.5606480176319775,0.6862179487179487,0.5692091167825589,0.6568501920614597,0.6121813851979551,0.6082845240838223,0.6387285305422055,0.6672851934639096
