Metric,Value
Best_Model_Val_Loss,0.15768741926143381
Best_Model_Val_Acc,0.9758713136729222
Best_Model_Val_F1_Macro,0.9769280045718906
Best_Model_Val_F1_Weighted,0.9759088057611406
Best_Model_Val_Precision,0.978306673810575
Best_Model_Val_Recall,0.9766596519878469
Training_Process_Best_Acc,0.9758713136729222
Training_Process_Best_F1_Macro,0.9769280045718906
Training_Process_Best_F1_Weighted,0.9759088057611406
