Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_F1_Macro,Val_F1_Weighted,Val_Precision,Val_Recall
0,0.6904734621298071,0.6996996996996997,0.2729611866321473,0.8423423423423423,0.8341034454778531,0.8150814474626438,0.9073782902399254,0.8618682280099602
1,0.2935739534367379,0.8611111111111112,0.20194449989183252,0.9099099099099099,0.9153592768334301,0.9066309766751038,0.9356251871817909,0.9207229563876159
2,0.2833324969428443,0.8768768768768769,0.19411992395763553,0.8933933933933934,0.8913535941551224,0.882204116895767,0.9361645299145299,0.8989725643268951
3,0.215173126088392,0.9057807807807807,0.10062712462339989,0.9519519519519519,0.9551975028116321,0.9510719147157899,0.963996617131811,0.9546402853489467
4,0.18775058831080146,0.9324324324324325,0.12197859920555415,0.9444444444444444,0.9486242708777919,0.9438270024185517,0.9534534534534534,0.9481907710254167
5,0.17836932024458974,0.9268018018018018,0.12946547543718728,0.9519519519519519,0.9551975028116321,0.9510719147157899,0.963996617131811,0.9546402853489467
6,0.14234463691531474,0.9470720720720721,0.11886063145329377,0.9444444444444444,0.947721556164621,0.9431828772021846,0.9547013498105851,0.9478542746259282
7,0.12801112236085144,0.9433183183183184,0.11782203050667474,0.9444444444444444,0.9478522140268292,0.9432019978079098,0.9564433132296797,0.947742109159432
8,0.1503653048833107,0.9436936936936937,0.07193469643417451,0.9564564564564565,0.959550227801501,0.9558030531431777,0.9667715484363081,0.958913789622451
9,0.11397382337358054,0.9534534534534534,0.09400587440429431,0.9534534534534534,0.9573505361643679,0.9533571262208653,0.9571909094479651,0.9575229378378985
10,0.12102037197206457,0.9530780780780781,0.0765959078160901,0.9579579579579579,0.9615834457939721,0.9576629260839787,0.9668813035149669,0.9631424277093569
11,0.12309386756955613,0.9504504504504504,0.13948448329022534,0.9519519519519519,0.9559258506626928,0.9517371466162363,0.9577480872444902,0.9555376090809161
12,0.119377808607815,0.9478228228228228,0.08279041282766694,0.954954954954955,0.957997658885905,0.954129920046053,0.9669445451250452,0.9573771227314535
13,0.09315267935515907,0.9594594594594594,0.15363565320713035,0.9564564564564565,0.9594500891112373,0.9557086097392458,0.9678451178451178,0.9588016241559548
14,0.11876294450907876,0.9455705705705706,0.1130394807822889,0.9519519519519519,0.9562724014336919,0.9519713261648746,0.9563484064592712,0.9565470982793819
15,0.14058527879311694,0.948948948948949,0.17575107629257775,0.9309309309309309,0.9366434103276209,0.9306221482608397,0.9382436907616766,0.9363797474033695
16,0.10094075387375945,0.9557057057057057,0.07312673139972298,0.9564564564564565,0.959550227801501,0.9558030531431777,0.9667715484363081,0.958913789622451
17,0.07501489713853196,0.9613363363363363,0.08215618240363838,0.954954954954955,0.9588810246039771,0.9546998970659234,0.96323073745094,0.9602934248603541
18,0.10914729861314026,0.954954954954955,0.06215160310964726,0.9594594594594594,0.9623398672634665,0.9588511184436482,0.9696796338672767,0.9616506270049577
19,0.09400993702533737,0.9538288288288288,0.15414848397065056,0.9519519519519519,0.9556131614252905,0.9514602944577705,0.960212263599598,0.9550889472149314
20,0.099399145887285,0.9583333333333334,0.07755431184887701,0.954954954954955,0.9581043956043956,0.9542310167310167,0.9658359070123775,0.9574892881979497
21,0.1158169414529431,0.9527027027027027,0.07381347413149168,0.9579579579579579,0.9609912070343726,0.957370319960248,0.9677181988653896,0.9603382910469525
22,0.07787989349887864,0.9602102102102102,0.07790514828866456,0.9594594594594594,0.9628598032479142,0.9592402689719844,0.9670476452167239,0.964342598200866
23,0.07275963016168888,0.9572072072072072,0.07320492412157203,0.960960960960961,0.9643635546567801,0.9607399107904668,0.9688310495994857,0.9657670996253674
24,0.08148721941212451,0.9575825825825826,0.08124426597598779,0.954954954954955,0.9581043956043956,0.9542310167310167,0.9658359070123775,0.9574892881979497
25,0.08718718475690669,0.956081081081081,0.07386376397913008,0.954954954954955,0.957847873657765,0.9540940733068595,0.9651594061350766,0.9574892881979497
26,0.0953260171741373,0.9519519519519519,0.06630602820301897,0.9534534534534534,0.9576153893567781,0.953360340016248,0.9595431931252828,0.9585324270363641
27,0.08373235455069977,0.9587087087087087,0.10002160727735622,0.9534534534534534,0.9565399752937459,0.9525460304741525,0.9660547785547785,0.955952621306952
28,0.08138683673211537,0.9590840840840841,0.07844870393268534,0.9594594594594594,0.9629748276036486,0.9592031376523292,0.9678495811470128,0.9644547636673622
29,0.08815532007823955,0.9557057057057057,0.07935339500343282,0.9594594594594594,0.9630097528930214,0.9592552783214262,0.967032967032967,0.964342598200866
30,0.06939890868350082,0.9579579579579579,0.07414385138305822,0.9564564564564565,0.9594500891112373,0.9557086097392458,0.9678451178451178,0.9588016241559548
31,0.08620002506788026,0.9594594594594594,0.06994161426816188,0.9579579579579579,0.9608974358974359,0.9572822822822822,0.9687567334626158,0.9602261255804563
32,0.09086772526519586,0.9545795795795796,0.07581907825195779,0.9594594594594594,0.9627234302592046,0.959201397252016,0.965548191107429,0.9622114543374386
33,0.08153872460279486,0.9534534534534534,0.07628743044258342,0.9519519519519519,0.9562371087794818,0.9519648785185508,0.9561904761904763,0.9563227673463895
