Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_F1_Macro,Val_F1_Weighted,Val_Precision,Val_Recall,Learning_Rate
1,15.973422666974024,0.15642201834862385,13.464571898871094,0.1227106227106227,0.06739500582954217,0.06785222165846512,0.1655915444708548,0.1262571809662003,0.001
2,7.968184897659022,0.16788990825688074,2.4148819725008774,0.2783882783882784,0.22877988729921997,0.23363104062252188,0.24225916321608587,0.27542388925363476,0.001
3,4.551430038137173,0.21284403669724772,7.522614824945909,0.304029304029304,0.25327820394706013,0.254260361156424,0.383217026241064,0.31245924563723765,0.001
4,4.0582029686608445,0.2509174311926605,12.142144386785743,0.37362637362637363,0.35380132913212625,0.35899945939341826,0.44076810168369646,0.3853072300862965,0.001
5,3.6962821200900122,0.30596330275229355,1.6905360284948001,0.5201465201465202,0.45344543477271276,0.4743033827673195,0.5271853917076431,0.5001159774123308,0.001
6,3.4581050246407132,0.3412844036697248,17.527916260553102,0.40293040293040294,0.3196139696368742,0.3273503978432323,0.3167455808733959,0.39804102177437073,0.001
7,3.1826824772248576,0.3706422018348624,4.857182436649871,0.5384615384615384,0.4588723090002682,0.47469381838725366,0.5370884570578309,0.5194678607840978,0.001
8,3.0871895718601867,0.4197247706422018,2.2727306428616934,0.5146520146520146,0.5042278805410407,0.5197937833371645,0.5487155478981784,0.5010438048850776,0.001
9,2.7165060120096447,0.44403669724770645,4.295663910061393,0.5567765567765568,0.4834766450099296,0.5019620608170944,0.6067802468330582,0.5402848478812814,0.001
10,2.5626203321945775,0.4798165137614679,5.690891193130808,0.4981684981684982,0.4712282021367945,0.4928794097811078,0.5536584882809751,0.4898368219687478,0.001
11,2.367493882871002,0.4990825688073395,3.0734670417515875,0.6117216117216118,0.572799560144876,0.5853665111800235,0.6155606768248308,0.5841291424923631,0.001
12,2.1740299487537746,0.5032110091743119,4.701316155778774,0.47619047619047616,0.4510577374079088,0.4543558821770119,0.6051726309686106,0.48782363745887874,0.001
13,1.9363697585436181,0.5169724770642202,3.7024678308380783,0.47435897435897434,0.46463196584427546,0.46375218671118923,0.5052411532810807,0.48017956601078127,0.001
14,2.0002947657480155,0.5311926605504587,1.1416320047632968,0.6575091575091575,0.6050045446928971,0.6158941248543122,0.6733214888971285,0.6520757044205909,0.001
15,1.653927517722472,0.5779816513761468,1.227871337194288,0.5860805860805861,0.5608388875579499,0.5737145586572442,0.5768595899838932,0.5776662906557116,0.001
16,1.7894888272039045,0.5587155963302752,1.1740429048515222,0.6208791208791209,0.572239273364229,0.597108161587603,0.5542780568774542,0.5979757657586903,0.001
17,1.7275428640662582,0.573394495412844,7.953083908274799,0.5421245421245421,0.5028599837161001,0.5143733641152636,0.6170552873255293,0.5330261511531039,0.001
18,1.6093236514426972,0.594954128440367,6.101909719353174,0.5036630036630036,0.47298772568543446,0.48442034362369585,0.5688413386519978,0.49266199126572385,0.001
19,1.4763629444695394,0.5848623853211009,3.2529783887911017,0.5659340659340659,0.535816984221322,0.5479283794351232,0.6105005586305376,0.5662597120121723,0.001
20,1.3175893645938657,0.6243119266055046,0.8067947798782457,0.7087912087912088,0.6533956361347419,0.6756596030061952,0.6499574487770253,0.6903212070798729,0.001
21,1.3565552422875078,0.618348623853211,2.7475218862349533,0.4908424908424908,0.48557728403829636,0.48095091119681094,0.6410053382042676,0.5020280948922957,0.001
22,1.3365080354085892,0.6275229357798165,0.8386887207552519,0.7014652014652014,0.6620805382372631,0.6693704517537677,0.638687344919117,0.7035882604629973,0.001
23,1.236839313118146,0.6403669724770642,1.9436724541412371,0.6263736263736264,0.5713113223854022,0.575212594386889,0.6099992625101037,0.616293512623912,0.001
24,1.2347110988948187,0.653211009174312,1.0156999235312563,0.684981684981685,0.6592111301032982,0.6670259375159519,0.6524141130821877,0.681254564039626,0.001
25,1.2069744588602163,0.6541284403669725,1.6974551378864877,0.6446886446886447,0.6217940440158511,0.6199523903347078,0.6513658377759385,0.6570239576122354,0.001
26,1.3047727034632288,0.6412844036697247,0.9073016562462567,0.6996336996336996,0.6705124243112868,0.6800826387397417,0.6743717333676766,0.6979452462425391,0.001
27,1.2455016173163873,0.6431192660550459,0.9130325706581727,0.7271062271062271,0.7017991669410644,0.7057977963857196,0.6958034382505557,0.7306759807761832,0.001
28,1.0826862479112573,0.6628440366972477,0.7898321086608798,0.7289377289377289,0.6949057144290068,0.7084456674168716,0.7146093163509276,0.7173539027237231,0.001
29,1.1384089182135297,0.6692660550458716,0.9052127676335207,0.7362637362637363,0.7101423157348294,0.7220715635447589,0.7231163292539973,0.728896659375591,0.001
30,1.0376058399905834,0.6628440366972477,0.8030468222031544,0.7014652014652014,0.6614472082038478,0.6677048751158672,0.6702440982472919,0.6966457915205472,0.001
31,1.08825729462583,0.676605504587156,0.8740253190366902,0.7234432234432234,0.6678310874912621,0.6863492635025478,0.6795254055795978,0.7076853271955835,0.001
32,1.0153878132487997,0.6889908256880733,0.7927092924645558,0.7655677655677655,0.7445364254504993,0.7570161262060913,0.7954370155734523,0.7538501598667791,0.001
33,0.9381312086420996,0.6967889908256881,0.666857484029606,0.7326007326007326,0.7136597307118514,0.7224756709171712,0.7280858203556304,0.7331275269421357,0.001
34,0.9624651985089167,0.6986238532110092,0.5984503436514115,0.76007326007326,0.7358229628376816,0.7477703749513694,0.7515944962139991,0.7541108886167683,0.001
35,0.8941408604868355,0.7188073394495413,0.658518588661138,0.7454212454212454,0.721044819796953,0.7240179771243872,0.7489936243857813,0.7522101896778167,0.001
36,0.8866566542166482,0.718348623853211,0.5684003677569885,0.7728937728937729,0.7533928590766651,0.7658584724508227,0.8337507674770736,0.7624127984309913,0.001
37,0.8514091695099215,0.7224770642201835,0.574604881890354,0.782051282051282,0.759174805062813,0.7688308374148108,0.760923463520554,0.7749610619661422,0.001
38,0.8003648733139175,0.7261467889908257,0.5009831380777581,0.8076923076923077,0.8000264947704542,0.8022712561785904,0.8069946993290135,0.8099336916856624,0.001
39,0.7670104452579735,0.7472477064220183,0.48857125245165556,0.8003663003663004,0.7941557790926067,0.7938678046445256,0.7894949511548895,0.8062253292351617,0.001
40,0.7689513238752474,0.7422018348623853,1.0479904486922078,0.6923076923076923,0.6654356940020105,0.6710914747461888,0.7347887670198573,0.6828040246566042,0.001
41,0.7749517052600997,0.7412844036697248,0.6667252472107066,0.7454212454212454,0.7170206382921271,0.7352519245328096,0.7714188842351931,0.7339945810174895,0.001
42,0.7091214145893133,0.7495412844036697,0.49636208877824295,0.8113553113553114,0.7957733611212509,0.8024226015010641,0.8082484488325652,0.8009294788045149,0.001
43,0.7061191968274849,0.7555045871559632,0.5250234390273795,0.8131868131868132,0.7942342767850981,0.8037131257233043,0.8488146783453501,0.7991254103966222,0.001
44,0.7359607741677783,0.748165137614679,0.6031874785895678,0.7765567765567766,0.7472837176173254,0.7513962140552124,0.7412737135838245,0.7770795512573474,0.001
45,0.6566617673329705,0.7802752293577981,0.763215155384918,0.6978021978021978,0.665640257847184,0.6670601510354479,0.7685330973254431,0.7058203120876914,0.001
46,0.7042689214773484,0.763302752293578,0.5930291929152237,0.7509157509157509,0.7282105324242618,0.734318505058686,0.7639869939788781,0.7536213821222781,0.001
47,0.6614216094499629,0.7743119266055046,0.5527535272521807,0.7454212454212454,0.7291618900137475,0.7319068618025931,0.8153660092067114,0.7470580760621929,0.001
48,0.6173825275644216,0.7761467889908257,0.5908569806466987,0.8040293040293041,0.7768078905942386,0.7871614335293131,0.7943147103441222,0.7942923325745748,0.001
49,0.6336354906899841,0.7830275229357798,0.7410988874340865,0.7967032967032966,0.7869073229679613,0.7923404725984673,0.8014287645112534,0.7888501804129643,0.001
50,0.47983048061558276,0.8146788990825689,0.39821003243802944,0.836996336996337,0.819283747339225,0.8191932356867123,0.8299920709892099,0.8424009772571455,0.0005
51,0.4759085804503037,0.8243119266055046,0.44889329819202134,0.826007326007326,0.8153681500376931,0.8177846607181052,0.827256146423644,0.8285657486926516,0.0005
52,0.4350790688166194,0.8298165137614679,0.4387485958389062,0.8388278388278388,0.8290681476440904,0.8342711802071617,0.8270853196598815,0.8349576067738921,0.0005
53,0.46222695905038097,0.8353211009174312,0.39497408170369136,0.8589743589743589,0.8481954842555021,0.8550782975103601,0.8557836325552726,0.8499572427169749,0.0005
54,0.4041099278131471,0.8495412844036697,0.44526951546921184,0.8553113553113553,0.8466437629611259,0.8483330411935003,0.8584864067425786,0.8591077895583965,0.0005
55,0.38027522814240616,0.846788990825688,0.363877719519615,0.8663003663003663,0.8538740387685222,0.8525574151350748,0.8766557208838358,0.8737928061977178,0.0005
56,0.38767837497265595,0.8458715596330275,0.368686321469376,0.8516483516483516,0.8335762659135406,0.8322578833637263,0.8677284746261912,0.8587286099483191,0.0005
57,0.39673305434784145,0.8518348623853211,0.4294292882393338,0.8406593406593407,0.8324293435229825,0.8357537012983978,0.831328973081059,0.8399774072535124,0.0005
58,0.4008489758327698,0.8431192660550458,0.37837999674633943,0.8406593406593407,0.8301367189077191,0.8326975765627936,0.8365673248206151,0.842021907390205,0.0005
59,0.3607335866966265,0.8655963302752293,0.38492709871733344,0.8516483516483516,0.8412186678769046,0.843948088463905,0.8529537977639404,0.8541899201811588,0.0005
60,0.3155128991269671,0.8747706422018349,0.3325877289064747,0.8589743589743589,0.8506659579277795,0.8521270011222134,0.8547673833981668,0.8616555072387982,0.00025
61,0.29527105262274467,0.8857798165137615,0.3195627896613361,0.8827838827838828,0.8748847888012923,0.8759376066109641,0.8877768977933796,0.887093979513815,0.00025
62,0.2966593309234918,0.8830275229357798,0.31365644960275335,0.8882783882783882,0.8828072938941818,0.8867415537127254,0.8826876273902092,0.886557871258355,0.00025
63,0.2939095395633875,0.8834862385321101,0.2852492416813715,0.8846153846153846,0.8788865609266636,0.8821886496570888,0.8801020140400404,0.8812756130021525,0.00025
64,0.29534695573538805,0.8788990825688073,0.3388971611406982,0.8553113553113553,0.8474142544924088,0.8477466009035022,0.8572079479991738,0.857863892883309,0.00025
65,0.28131037344509247,0.8857798165137615,0.33082638583041785,0.8791208791208791,0.8749117384949713,0.8772075780586664,0.8764554039316996,0.8803175983663392,0.00025
